schoolwebsite,domain,schdomain,ukdomain,urns,dqi
www.greatwhelnetham.suffolk.sch.uk,greatwhelnetham.suffolk.sch.uk,1,1,{124700},0
www.greatwilbraham.cambs.sch.uk/,greatwilbraham.cambs.sch.uk,1,1,{110789},0
www.greatwitchingham.norfolk.sch.uk/,greatwitchingham.norfolk.sch.uk,1,1,"{121148,142588}",0
www.greatyarmouth.norfolk.sch.uk,greatyarmouth.norfolk.sch.uk,1,1,{121219},0
www.greatyeldhamschool.co.uk,greatyeldhamschool.co.uk,0,1,{115069},0
www.greenacre.medway.sch.uk/,greenacre.medway.sch.uk,1,1,"{138046,118817}",0
www.greenacres.staffs.sch.uk,greenacres.staffs.sch.uk,1,1,{124153},0
www.greenbankhigh.co.uk,greenbankhigh.co.uk,0,1,{137604},0
www.greenbank-primary.co.uk,greenbank-primary.co.uk,0,1,{133332},0
www.greenbank.rochdale.sch.uk,greenbank.rochdale.sch.uk,1,1,{105768},0
www.greenbankschool.org/,greenbankschool.org,0,0,{111503},0
www.greenbank.sefton.sch.uk/,greenbank.sefton.sch.uk,1,1,{104955},0
www.greendown.swindon.sch.uk,greendown.swindon.sch.uk,1,1,{126467},0
www.greenfieldlower.co.uk/,greenfieldlower.co.uk,0,1,{109600},0
www.greenfieldprimaryschool.com/,greenfieldprimaryschool.com,0,0,{105667},0
www.greenfieldschool.net/,greenfieldschool.net,0,0,{114305},0
www.greenfieldscps.kent.sch.uk,greenfieldscps.kent.sch.uk,1,1,{134857},0
www.greenfields-jun.hants.sch.uk,greenfields-jun.hants.sch.uk,1,1,{116071},0
www.greenfields.northants.sch.uk/,greenfields.northants.sch.uk,1,1,"{141726,122163}",0
www.greenfields-pri.co.uk/,greenfields-pri.co.uk,0,1,{140191},0
www.greenfieldsprimary.co.uk,greenfieldsprimary.co.uk,0,1,{108609},0
www.greenfieldsschool.com/,greenfieldsschool.com,0,0,{114659},0
www.greenford.dorset.sch.uk,greenford.dorset.sch.uk,1,1,{113762},0
www.greenhead.ac.uk,greenhead.ac.uk,0,1,{130538},0
www.greenhead.northumberland.sch.uk/,greenhead.northumberland.sch.uk,1,1,{122284},0
www.greenhillprimary.com,greenhillprimary.com,0,0,{108219},0
www.greenholm.co.uk,greenholm.co.uk,0,1,{103203},0
www.greenholmeschool.co.uk,greenholmeschool.co.uk,0,1,{122910},0
www.greenland-inf.durham.sch.uk,greenland-inf.durham.sch.uk,1,1,{114029},0
www.greenmeadow.bham.sch.uk,greenmeadow.bham.sch.uk,1,1,{103378},0
www.greenmeadowprimaryschool.com,greenmeadowprimaryschool.com,0,0,{141610},0
www.greenmere.oxon.sch.uk,greenmere.oxon.sch.uk,1,1,{123058},0
www.greenoaksprimaryschool.org.uk,greenoaksprimaryschool.org.uk,0,1,{140327},0
www.greenparkschool.co.uk,greenparkschool.co.uk,0,1,{104415},0
www.green-rock.walsall.sch.uk,green-rock.walsall.sch.uk,1,1,{104154},0
www.greenshaw.co.uk,greenshaw.co.uk,0,1,{136800},0
www.greensnortonschool.co.uk,greensnortonschool.co.uk,0,1,"{143979,121974}",0
www.greenstreetgreen.co.uk,greenstreetgreen.co.uk,0,1,{101616},0
www.greensward.essex.sch.uk,greensward.essex.sch.uk,1,1,{115351},0
www.greenway.bucks.sch.uk,greenway.bucks.sch.uk,1,1,{110288},0
www.greenway.herts.sch.uk/,greenway.herts.sch.uk,1,1,{117276},0
www.greenwayprimary.com,greenwayprimary.com,0,0,{401583},0
www.greenwayschool.co.uk/,greenwayschool.co.uk,0,1,{126103},0
www.greenwichfreeschool.co.uk/,greenwichfreeschool.co.uk,0,1,{138245},0
www.greenwichutc.com/,greenwichutc.com,0,0,{139786},0
www.greenwood.notts.sch.uk/,greenwood.notts.sch.uk,1,1,{122904},0
www.greet.bham.sch.uk,greet.bham.sch.uk,1,1,"{143090,103204}",0
www.greetlandschool.co.uk,greetlandschool.co.uk,0,1,{107504},0
www.grendon.bham.sch.uk,grendon.bham.sch.uk,1,1,{103205},0
www.greneway.herts.sch.uk/,greneway.herts.sch.uk,1,1,"{117542,137658}",0
www.greshams.com/,greshams.com,0,0,{121222},0
www.greshamvillage.norfolk.sch.uk,greshamvillage.norfolk.sch.uk,1,1,"{144839,121193}",0
www.grestoneschool.co.uk,grestoneschool.co.uk,0,1,{131593},0
www.greswold.solihull.sch.uk,greswold.solihull.sch.uk,1,1,{104079},0
www.greville.surrey.sch.uk,greville.surrey.sch.uk,1,1,{125008},0
www.greycourt.richmond.sch.uk/,greycourt.richmond.sch.uk,1,1,{138825},0
www.greyfriars.norfolk.sch.uk,greyfriars.norfolk.sch.uk,1,1,{121021},0
www.greystonecpschool.org.uk,greystonecpschool.org.uk,0,1,{121442},0
www.griffydam.leics.sch.uk,griffydam.leics.sch.uk,1,1,{119918},0
www.grjs.org.uk,grjs.org.uk,0,1,{121318},0
www.grobycoll.leics.sch.uk,grobycoll.leics.sch.uk,1,1,"{120270,138627}",0
www.groombridgest-thomas.e-sussex.sch.uk,groombridgest-thomas.e-sussex.sch.uk,1,1,{114559},0
www.groveinfantschool.ik.org,groveinfantschool.ik.org,0,0,{115284},0
www.groveinfants.co.uk,groveinfants.co.uk,0,1,{117281},0
www.grovejunior.co.uk/,grovejunior.co.uk,0,1,"{144696,124032}",0
www.grovelands.surrey.sch.uk,grovelands.surrey.sch.uk,1,1,{125056},0
www.groveleaprimary.com,groveleaprimary.com,0,0,{130968},0
www.grove.notts.sch.uk,grove.notts.sch.uk,1,1,{122864},0
www.grove.oxon.sch.uk,grove.oxon.sch.uk,1,1,{123149},0
www.grovepark.southampton.sch.uk,grovepark.southampton.sch.uk,1,1,{116455},0
www.groveportland.dorset.sch.uk,groveportland.dorset.sch.uk,1,1,{113710},0
www.groveroad.herts.sch.uk/,groveroad.herts.sch.uk,1,1,{117341},0
www.groveroad.n-yorks.sch.uk/,groveroad.n-yorks.sch.uk,1,1,{121395},0
www.groveroadprimary.co.uk/,groveroadprimary.co.uk,0,1,{102519},0
www.grove-school.co.uk/,grove-school.co.uk,0,1,{123580},0
www.grove.surrey.sch.uk,grove.surrey.sch.uk,1,1,"{142380,125131}",0
www.grundisburghprimaryschool.co.uk/,grundisburghprimaryschool.co.uk,0,1,{124584},0
www.gryphon.dorset.sch.uk/,gryphon.dorset.sch.uk,1,1,"{113890,138471}",0
www.gsgw.org.uk/,gsgw.org.uk,0,1,{137250},0
www.gshs.org.uk/,gshs.org.uk,0,1,{108639},0
www.gtbradfordsjuniorschool.org.uk,gtbradfordsjuniorschool.org.uk,0,1,{114984},0
www.gtcorby.cumbria.sch.uk,gtcorby.cumbria.sch.uk,1,1,"{112109,137860}",0
www.gtholl-inf.bracknell-forest.sch.uk,gtholl-inf.bracknell-forest.sch.uk,1,1,{109880},0
www.gtholl-jun.bracknell-forest.sch.uk,gtholl-jun.bracknell-forest.sch.uk,1,1,{109879},0
www.gtjs.devon.sch.uk/,gtjs.devon.sch.uk,1,1,{113150},0
www.gts.devon.sch.uk,gts.devon.sch.uk,1,1,{137228},0
www.guildenmorden.cambs.sch.uk,guildenmorden.cambs.sch.uk,1,1,{110790},0
www.guildfordcounty.co.uk/,guildfordcounty.co.uk,0,1,{139193},0
www.guildfordcounty.surrey.sch.uk,guildfordcounty.surrey.sch.uk,1,1,{125300},0
www.guillemont.org.uk,guillemont.org.uk,0,1,{116157},0
www.guilsborough.northants.sch.uk,guilsborough.northants.sch.uk,1,1,"{122061,136489}",0
www.guiseleyschool.org.uk/,guiseleyschool.org.uk,0,1,{108085},0
www.gulvalschool.ik.org,gulvalschool.ik.org,0,0,{111793},0
www.gumley.hounslow.sch.uk/,gumley.hounslow.sch.uk,1,1,"{137928,102544}",0
www.gunnersbury.com/,gunnersbury.com,0,0,{102545},0
www.gunthorpeschool.co.uk,gunthorpeschool.co.uk,0,1,"{122803,144534}",0
www.gurunanaksikhacademy.co.uk/,gurunanaksikhacademy.co.uk,0,1,{136329},0
www.guth.org.uk,guth.org.uk,0,1,{120256},0
www.guyhirn.cambs.sch.uk,guyhirn.cambs.sch.uk,1,1,"{144288,110806}",0
www.gweal-an-top.cornwall.sch.uk/,gweal-an-top.cornwall.sch.uk,1,1,{111835},0
www.gw-hs.org,gw-hs.org,0,0,{124402},0
www.gyrschool.co.uk/,gyrschool.co.uk,0,1,{401368},0
www.haac.ac.uk/,haac.ac.uk,0,1,{133891},0
www.haaf.org.uk,haaf.org.uk,0,1,{135951},0
www.haberghamhs.com,haberghamhs.com,0,0,{119776},0
www.hackneyutc.co.uk/,hackneyutc.co.uk,0,1,{138265},0
www.hackthorn.lincs.sch.uk,hackthorn.lincs.sch.uk,1,1,{120572},0
www.hacton.havering.sch.uk/,hacton.havering.sch.uk,1,1,{102277},0
www.haddenham-jun.bucks.sch.uk,haddenham-jun.bucks.sch.uk,1,1,{110347},0
www.hadleighhigh.net/,hadleighhigh.net,0,0,{136918},0
www.hadleigh-inf.essex.sch.uk/,hadleigh-inf.essex.sch.uk,1,1,"{115294,137027}",0
www.hadrianlowerschool.co.uk,hadrianlowerschool.co.uk,0,1,{109505},0
www.haggerston.hackney.sch.uk/,haggerston.hackney.sch.uk,1,1,{100277},0
www.hagleypark.staffs.sch.uk,hagleypark.staffs.sch.uk,1,1,{124439},0
www.hagleyrc.com,hagleyrc.com,0,0,"{141414,116994}",0
www.hailshamcc.e-sussex.sch.uk,hailshamcc.e-sussex.sch.uk,1,1,"{114586,138472}",0
www.haimoprimaryschool.co.uk,haimoprimaryschool.co.uk,0,1,{100129},0
www.halberton-primary.devon.sch.uk/,halberton-primary.devon.sch.uk,1,1,{113338},0
www.halconcommunityprimary.co.uk,halconcommunityprimary.co.uk,0,1,{123707},0
www.halesbury.dudley.sch.uk/,halesbury.dudley.sch.uk,1,1,{103881},0
www.halesowen.dudley.sch.uk,halesowen.dudley.sch.uk,1,1,{103847},0
www.halfpenny.co.uk,halfpenny.co.uk,0,1,{108204},0
www.halfpennylane.net,halfpennylane.net,0,0,{139502},0
www.halifaxhigh.calderdale.sch.uk/,halifaxhigh.calderdale.sch.uk,1,1,{107566},0
www.hallcross.doncaster.sch.uk/,hallcross.doncaster.sch.uk,1,1,{106808},0
www.hallfield-inf.westminster.sch.uk/,hallfield-inf.westminster.sch.uk,1,1,{101119},0
www.hallgate.eril.net/,hallgate.eril.net,0,0,{117846},0
www.hallgateinfants.eriding.net,hallgateinfants.eriding.net,0,0,{117847},0
www.hallgreen.bham.sch.uk/,hallgreen.bham.sch.uk,1,1,{137858},0
www.hallgrnj.bham.sch.uk,hallgrnj.bham.sch.uk,1,1,{103209},0
www.hallmeadschool.com,hallmeadschool.com,0,0,{102337},0
www.hallmeadschool.com/,hallmeadschool.com,0,0,{137197},0
www.hallow.worcs.sch.uk,hallow.worcs.sch.uk,1,1,{116882},0
www.halsfordpark.w-sussex.sch.uk,halsfordpark.w-sussex.sch.uk,1,1,{125937},0
www.hambledon.hants.sch.uk/,hambledon.hants.sch.uk,1,1,{115902},0
www.hambleton.n-yorks.sch.uk/,hambleton.n-yorks.sch.uk,1,1,{121566},0
www.hambridge.somerset.sch.uk,hambridge.somerset.sch.uk,1,1,{123645},0
www.hambrook-pri.s-gloucs.sch.uk,hambrook-pri.s-gloucs.sch.uk,1,1,{109024},0
www.hamerprimary.co.uk,hamerprimary.co.uk,0,1,{105800},0
www.hamfordprimaryacademy.org/,hamfordprimaryacademy.org,0,0,{138072},0
www.hamiltonprimary.com,hamiltonprimary.com,0,0,{114706},0
www.hamilton.stoke.sch.uk,hamilton.stoke.sch.uk,1,1,"{143484,123994}",0
www.hammondacademy.org.uk,hammondacademy.org.uk,0,1,{137238},0
www.hammond.herts.sch.uk/,hammond.herts.sch.uk,1,1,{117282},0
www.hammondjuniorschool.org,hammondjuniorschool.org,0,0,"{142426,125100}",0
www.hampdenparkinfants.ik.org,hampdenparkinfants.ik.org,0,0,{114468},0
www.hampsteadprim.camden.sch.uk/,hampsteadprim.camden.sch.uk,1,1,{100031},0
www.hampsteadschool.org.uk/,hampsteadschool.org.uk,0,1,{100052},0
www.hampsthwaite.n-yorks.sch.uk/,hampsthwaite.n-yorks.sch.uk,1,1,"{121567,143466}",0
www.hamptoncourthouse.co.uk/,hamptoncourthouse.co.uk,0,1,{133443},0
www.hampton-hargate.peterborough.sch.uk/,hampton-hargate.peterborough.sch.uk,1,1,{132763},0
www.hamsteadjuniorschool.co.uk/,hamsteadjuniorschool.co.uk,0,1,{103895},0
www.hanbury.worcs.sch.uk,hanbury.worcs.sch.uk,1,1,{116816},0
www.handfordhall.suffolk.sch.uk/,handfordhall.suffolk.sch.uk,1,1,"{144212,124643}",0
www.handsworth.bham.sch.uk/,handsworth.bham.sch.uk,1,1,"{143562,103549}",0
www.hangingheaton.co.uk/,hangingheaton.co.uk,0,1,{107709},0
www.hangleton.brighton-hove.sch.uk,hangleton.brighton-hove.sch.uk,1,1,{114399},0
www.hangleton-jun.brighton-hove.sch.uk/,hangleton-jun.brighton-hove.sch.uk,1,1,{114400},0
www.hanhamhighschool.org.uk,hanhamhighschool.org.uk,0,1,{109318},0
www.hanleycastle.worcs.sch.uk/,hanleycastle.worcs.sch.uk,1,1,{137101},0
www.hanleystlukes.com,hanleystlukes.com,0,0,{124313},0
www.hanleyswanprimaryschool.co.uk,hanleyswanprimaryschool.co.uk,0,1,"{144262,116817}",0
www.hannahmoreandgrove.co.uk/,hannahmoreandgrove.co.uk,0,1,{109088},0
www.hansonacademy.org.uk/,hansonacademy.org.uk,0,1,{107440},0
www.hansprice.org.uk/,hansprice.org.uk,0,1,{136708},0
www.hants.gov.uk,hants.gov.uk,0,1,{116618},0
www.hants.gov.uk/schools/4511/index.html,hants.gov.uk,0,1,{116477},0
www.hants.gov.uk/school/west-end/,hants.gov.uk,0,1,{116139},0
www.happisburgh.norfolk.sch.uk,happisburgh.norfolk.sch.uk,1,1,{121039},0
www.happychild.co.uk/schools,happychild.co.uk,0,1,{101963},0
www.harborneacademy.co.uk/,harborneacademy.co.uk,0,1,{136213},0
www.harbourprimary.co.uk,harbourprimary.co.uk,0,1,{114441},0
www.harburyschool.com/,harburyschool.com,0,0,{125636},0
www.hardenhuish.wilts.sch.uk,hardenhuish.wilts.sch.uk,1,1,"{126509,136296}",0
www.hardingstoneacademy.northants.sch.uk/,hardingstoneacademy.northants.sch.uk,1,1,{140370},0
www.hardmoor.southampton.sch.uk,hardmoor.southampton.sch.uk,1,1,{115831},0
www.hardwick.cambs.sch.uk,hardwick.cambs.sch.uk,1,1,{110748},0
www.hardwicke.ik.org/,hardwicke.ik.org,0,0,{115684},0
www.hardwickmiddle.suffolk.sch.uk,hardwickmiddle.suffolk.sch.uk,1,1,{124839},0
www.hardwick.oxon.sch.uk,hardwick.oxon.sch.uk,1,1,{122999},0
www.harefield-inf.southampton.sch.uk,harefield-inf.southampton.sch.uk,1,1,{116095},0
www.harefield-jun.southampton.sch.uk,harefield-jun.southampton.sch.uk,1,1,{116094},0
www.haresfieldschool.co.uk,haresfieldschool.co.uk,0,1,{115626},0
www.harfordmanor.norfolk.sch.uk/,harfordmanor.norfolk.sch.uk,1,1,{121264},0
www.haringey.gov.uk/heartlandshighschool,haringey.gov.uk,0,1,{135844},0
www.harlands.e-sussex.sch.uk,harlands.e-sussex.sch.uk,1,1,{130954},0
www.harlands.w-sussex.sch.uk/,harlands.w-sussex.sch.uk,1,1,{125938},0
www.harlaxton-lincs.co.uk,harlaxton-lincs.co.uk,0,1,{120525},0
www.harlingtonlower.beds.sch.uk,harlingtonlower.beds.sch.uk,1,1,{109511},0
www.harlington.org,harlington.org,0,0,"{137941,109673}",0
www.harlingtonschool.co.uk/,harlingtonschool.co.uk,0,1,{102451},0
www.harlowfields.essex.sch.uk/,harlowfields.essex.sch.uk,1,1,{131838},0
www.harlyn.hillingdon.sch.uk/,harlyn.hillingdon.sch.uk,1,1,{102383},0
www.harnhaminfants.org.uk,harnhaminfants.org.uk,0,1,{126206},0
www.harnserfed.co.uk/,harnserfed.co.uk,0,1,{121082},0
www.haroldcourt.org.uk/,haroldcourt.org.uk,0,1,{102278},0
www.haroldwoodprimaryschool.co.uk/,haroldwoodprimaryschool.co.uk,0,1,{102269},0
www.harper-green.bolton.sch.uk,harper-green.bolton.sch.uk,1,1,"{143772,105257}",0
www.harpurhill.derbyshire.sch.uk,harpurhill.derbyshire.sch.uk,1,1,{112523},0
www.harriers-ground.oxon.digitalbrain.com,harriers-ground.oxon.digitalbrain.com,0,0,{122992},0
www.harrington.cumbria.sch.uk/,harrington.cumbria.sch.uk,1,1,{112140},0
www.harrisbattersea.org.uk/,harrisbattersea.org.uk,0,1,{140985},0
www.harrisbeckenham.org.uk/,harrisbeckenham.org.uk,0,1,{137121},0
www.harrisbermondsey.org.uk/,harrisbermondsey.org.uk,0,1,{131747},0
www.harrisbromley.org.uk,harrisbromley.org.uk,0,1,{137379},0
www.harriscofeacademy.co.uk,harriscofeacademy.co.uk,0,1,{140371},0
www.harriscrystalpalace.org.uk/,harriscrystalpalace.org.uk,0,1,{135311},0
www.harrisctc.org.uk,harrisctc.org.uk,0,1,{101850},0
www.harrisdulwichboys.org.uk/,harrisdulwichboys.org.uk,0,1,{135816},0
www.harrisdulwichgirls.org.uk/,harrisdulwichgirls.org.uk,0,1,{132711},0
www.harrisfalconwood.org.uk/,harrisfalconwood.org.uk,0,1,{135677},0
www.harrisgreenwich.org.uk/,harrisgreenwich.org.uk,0,1,{138449},0
www.harrisinvictus.org.uk/,harrisinvictus.org.uk,0,1,{140952},0
www.harrismerton.org.uk/,harrismerton.org.uk,0,1,{131897},0
www.harrismorden.org.uk/,harrismorden.org.uk,0,1,{138495},0
www.harrisorpington.org.uk,harrisorpington.org.uk,0,1,{143427},0
www.harrispeckham.org.uk/,harrispeckham.org.uk,0,1,{134225},0
www.harrisprimaryhalingpark.org.uk/,harrisprimaryhalingpark.org.uk,0,1,{140208},0
www.harrispurley.org.uk,harrispurley.org.uk,0,1,{135955},0
www.harrissouthnorwood.org.uk/,harrissouthnorwood.org.uk,0,1,{135249},0
www.harrisuppernorwood.org.uk/,harrisuppernorwood.org.uk,0,1,{139906},0
www.harriswestminstersixthform.org.uk/,harriswestminstersixthform.org.uk,0,1,{140939},0
www.harrogategrammar.co.uk/,harrogategrammar.co.uk,0,1,{136497},0
www.harrogategrammar.n-yorks.sch.uk/,harrogategrammar.n-yorks.sch.uk,1,1,{121685},0
www.harrogatehigh.co.uk,harrogatehigh.co.uk,0,1,"{121697,138190}",0
www.harropfold.com/,harropfold.com,0,0,{133351},0
www.harrowbyinfantschool.com,harrowbyinfantschool.com,0,0,"{120599,138283}",0
www.harrowgateacademy.org,harrowgateacademy.org,0,0,{141301},0
www.harrowgate.stockton.sch.uk,harrowgate.stockton.sch.uk,1,1,{111643},0
www.harrow-high.harrow.sch.uk/,harrow-high.harrow.sch.uk,1,1,{102242},0
www.harrowway.hants.sch.uk,harrowway.hants.sch.uk,1,1,{116431},0
www.harrytownschool.org,harrytownschool.org,0,0,{106143},0
www.hartest.suffolk.sch.uk/,hartest.suffolk.sch.uk,1,1,"{124701,144215}",0
www.hartfordhigh.co.uk,hartfordhigh.co.uk,0,1,{111441},0
www.hartfordhigh.org.uk/,hartfordhigh.org.uk,0,1,{138148},0
www.harting.w-sussex.sch.uk/,harting.w-sussex.sch.uk,1,1,{126017},0
www.hartismere.com/,hartismere.com,0,0,{136271},0
www.hartlepoolfe.ac.uk/,hartlepoolfe.ac.uk,0,1,{130567},0
www.hartley.kent.sch.uk/home.html,hartley.kent.sch.uk,1,1,{118481},0
www.hartley.newham.sch.uk,hartley.newham.sch.uk,1,1,"{102726,142708}",0
www.hartpury.ac.uk,hartpury.ac.uk,0,1,{130687},0
www.hartpury.org.uk,hartpury.org.uk,0,1,{115627},0
www.hartschool.org.uk/,hartschool.org.uk,0,1,{137100},0
www.hartsdown.kent.sch.uk/,hartsdown.kent.sch.uk,1,1,{118816},0
www.hartsfield.herts.sch.uk/,hartsfield.herts.sch.uk,1,1,{117376},0
www.hartsheadschool.co.uk,hartsheadschool.co.uk,0,1,{107667},0
www.hartshill.warwickshire.sch.uk,hartshill.warwickshire.sch.uk,1,1,"{125766,138644}",0
www.hartsideprimary.org.uk/,hartsideprimary.org.uk,0,1,{114057},0
www.harveygs.kent.sch.uk/,harveygs.kent.sch.uk,1,1,"{118805,138480}",0
www.harveyroad.herts.sch.uk/,harveyroad.herts.sch.uk,1,1,{117131},0
www.harwood.herts.sch.uk,harwood.herts.sch.uk,1,1,{117227},0
www.harwoodpark.rochdale.sch.uk/,harwoodpark.rochdale.sch.uk,1,1,{105796},0
www.haselorschool.co.uk,haselorschool.co.uk,0,1,{125759},0
www.haselor.tgacademy.org.uk,haselor.tgacademy.org.uk,0,1,{140530},0
www.haslandhallschool.co.uk/,haslandhallschool.co.uk,0,1,{112959},0
www.haslemere.com/schools/theholme/,haslemere.com,0,0,{116347},0
www.haslewood.herts.sch.uk/,haslewood.herts.sch.uk,1,1,{117203},0
www.haslingdenhigh.com/,haslingdenhigh.com,0,0,{119767},0
www.haslingdenhillsidenurseryschool.org.uk,haslingdenhillsidenurseryschool.org.uk,0,1,{119093},0
www.hassenbrook.org.uk/,hassenbrook.org.uk,0,1,{137364},0
www.hassocks.w-sussex.sch.uk,hassocks.w-sussex.sch.uk,1,1,{125933},0
www.hastingsbury.beds.sch.uk,hastingsbury.beds.sch.uk,1,1,{109665},0
www.hastings.leics.sch.uk,hastings.leics.sch.uk,1,1,"{120250,140103}",0
www.hatchride.wokingham.sch.uk/,hatchride.wokingham.sch.uk,1,1,{109892},0
www.hatfieldacademy.org/,hatfieldacademy.org,0,0,{138127},0
www.hatfieldwoodhouse.org.uk,hatfieldwoodhouse.org.uk,0,1,{138007},0
www.hatherop.gloucs.sch.uk,hatherop.gloucs.sch.uk,1,1,{115628},0
www.hatherton.walsall.sch.uk,hatherton.walsall.sch.uk,1,1,{104213},0
www.hattonacademy.org.uk,hattonacademy.org.uk,0,1,{137912},0
www.hattonschool.org.uk,hattonschool.org.uk,0,1,{122122},0
www.havant-tkat.org/,havant-tkat.org,0,0,{136156},0
www.havelockacademy.co.uk/,havelockacademy.co.uk,0,1,{135294},0
www.havenhighacademy.net/,havenhighacademy.net,0,0,{138754},0
www.havershamvillageschool.co.uk,havershamvillageschool.co.uk,0,1,{110231},0
www.haverstock.camden.sch.uk/,haverstock.camden.sch.uk,1,1,{100049},0
www.hawesdown-inf.bromley.sch.uk,hawesdown-inf.bromley.sch.uk,1,1,"{141784,101591}",0
www.hawes-down-jun.bromley.sch.uk,hawes-down-jun.bromley.sch.uk,1,1,"{141785,101590}",0
www.hawes.n-yorks.sch.uk/,hawes.n-yorks.sch.uk,1,1,{121298},0
www.hawes-side.blackpool.sch.uk,hawes-side.blackpool.sch.uk,1,1,{119245},0
www.hawkedale.surrey.sch.uk/,hawkedale.surrey.sch.uk,1,1,{125284},0
www.hawkesfarm.co.uk,hawkesfarm.co.uk,0,1,{114438},0
www.hawley.camden.sch.uk/,hawley.camden.sch.uk,1,1,{100015},0
www.hawskerschool.com,hawskerschool.com,0,0,{121498},0
www.hawthornes.org.uk/,hawthornes.org.uk,0,1,{138260},0
www.hawthorn.northumberland.sch.uk/,hawthorn.northumberland.sch.uk,1,1,{122252},0
www.hawthornprm.co.uk,hawthornprm.co.uk,0,1,{402193},0
www.hawthorns.w-sussex.sch.uk/,hawthorns.w-sussex.sch.uk,1,1,{125950},0
www.hawthorntree.co.uk,hawthorntree.co.uk,0,1,{120424},0
www.hawtonvillees.co.uk,hawtonvillees.co.uk,0,1,{122593},0
www.haybridge.worcs.sch.uk,haybridge.worcs.sch.uk,1,1,"{136898,116933}",0
www.haydockenglishmartyrs.st-helens.sch.uk,haydockenglishmartyrs.st-helens.sch.uk,1,1,{104818},0
www.haydonbridgehigh.co.uk,haydonbridgehigh.co.uk,0,1,{122328},0
www.haydonschool.com/,haydonschool.com,0,0,{136519},0
www.haydonwick.swindon.sch.uk,haydonwick.swindon.sch.uk,1,1,"{141273,126196}",0
www.hayes.bromley.sch.uk/,hayes.bromley.sch.uk,1,1,{136644},0
www.hayesbrook.kent.sch.uk,hayesbrook.kent.sch.uk,1,1,"{118927,136349}",0
www.hayesfield.com/,hayesfield.com,0,0,{136966},0
www.hayes.kent.sch.uk,hayes.kent.sch.uk,1,1,{101673},0
www.hayes-pri.bromley.sch.uk/,hayes-pri.bromley.sch.uk,1,1,"{136920,101665}",0
www.hayes.torbay.sch.uk/,hayes.torbay.sch.uk,1,1,"{136648,113554}",0
www.hayeswood.dorset.sch.uk,hayeswood.dorset.sch.uk,1,1,"{141786,113686}",0
www.hayfieldlane.org,hayfieldlane.org,0,0,{106746},0
www.haygroveschool.co.uk/,haygroveschool.co.uk,0,1,{136917},0
